antiquewhite4	blue	blue2	brown	coral1	cyan	darkgreen	darkmagenta	darkviolet	firebrick4	floralwhite	grey60	mediumpurple2	orangered3	pink	plum	plum2	skyblue	skyblue1	steelblue	thistle2
			PIK3C3			TMEM214	ATP6V1F				SPATA5									
			SLC14A2			EMILIN1	TSPAN33				FAT4									
			SIGLEC15			SLC5A6	ZC3HC1				LOC100507487									
			PSTPIP2			CAD	CPA4				SLC7A11									
			HAUS1			UCN	MESTIT1				SETD7									
			C18orf25			ZNF513	AKR1B1				MAML3									
			PIAS2			PPM1G	AKR1B15				TBC1D9									
			TCEB3B			C2orf16	C7orf49				TNRC18P1									
			HDHD2			FOSL2	TMEM140				GAB1									
			IER3IP1			PKDCC	ZC3HAV1L				OTUD4									
			SMAD2			OXER1	C7orf55				ZNF827									
			DYM			HAAO	KLRG2				NR3C2									
			C18orf32			LOC102723854	PARP12				DCLK2									
			MIR1539			SIX2	NDUFB2				LRBA									
			SCARNA17			EPAS1	MRPS33				SNORD73A									
			ME2			ATP6V1E2	KEL				FAM160A1									
			ELAC1			TTC7A	GSTK1				MIR4453									
			LOC102724651			RPS27A	TMEM139				FHDC1									
			C18orf54			LOC339803	PDIA4				PDGFC									
			RAB27B			SLC1A4	CDK5				RAPGEF2									
			CCDC68			PCBP1	ABCF2				NAF1									
			TCF4			ADD2	PRKAG2-AS1				TMEM192									
			LINC01416			ATP6V1B1	LINC01003				CLCN3									
			TXNL1			TEX261	ACTR3B				SPCS3									
			WDR7			CYP26B1	LINC01006				VEGFC									
			NARS			SFXN5	C7orf13				FAT1									
			LOC101927322			RAB11FIP5	MYOM2				LOC100996325									
			MALT1			SMYD5	LOC100287015				ZDHHC11									
			SEC11C			FBXO41	CLDN23				BRD9									
			LMAN1			DCTN1	PINX1				SDHAP3									
			LINC01544			RTKN	NEIL2				ICE1									
			PIGN			INO80B	FDFT1				NSUN2									
			KIAA1468			INO80B-WBP1	CTSB				LOC100505625									
			KDSR			WBP1	FAM66D				PAPD7									
			VPS4B			MOGS	REEP4				ADCY2									
			SERPINB4			MRPL53	POLR3D				SEMA5A									
			SERPINB3			LBX2	CHMP7				SNORD123									
			SERPINB7			LBX2-AS1	LOXL2				CMBL									
			SERPINB2			AUP1	LOC100507156				MARCH6									
			SERPINB8			HTRA2	EPHX2				TRIO									
			DSEL			DOK1	CLU				OTULIN									
			LOC643542			SEMA4F	SCARA5				ANKH									
			TMX3			TMSB10	ELP3				LOC100130744									
			CCDC102B			TCF7L1	INTS9				FBXL7									
			RTTN			PARTICL	RBPMS-AS1				MIR887									
			SOCS6			ATOH8	TTI2				MYO10									
			LOC101927481			LOC90784	EIF4EBP1				DROSHA									
			TIMM21			PROM2	LSM1				MTMR12									
			LINC00909			KCNIP3	FGFR1				SLC45A2									
			ZNF407			FAHD2A	TM2D2				C1QTNF3									
			ZNF236			FAHD2CP	LOC102723729				NIPBL-AS1									
			MBP			TMEM127	PLAT				LOC100506548									
			CFD			CNNM3	SMIM19				NIM1K									
			ZNF555			SEMA4C	MRPL15				HMGCS1									
			ZNF57			FAM178B	MCMDC2				CCL28									
			ZNF77			ACTR1B	XKR9				SNX18									
			ZNF557			RPL31	STAU2-AS1				MCIDAS									
			INSR			MALL	TMEM70				ZSWIM6									
			ZNF558			FBLN7	LINC01607				SREK1									
			ZNF317			PSD4	MRPS28				CENPH									
			ZNF699			WASH2P	MIR378D2				CCDC125									
			ZNF559			DPP10-AS1	UQCRB				GTF2H2C									
			ZNF266			STEAP3	PTDSS1				GUSBP3									
			ZNF426			STEAP3-AS1	LAPTM4B				SMN1									
			ZNF121			BIN1	COX6C				SMN2									
			ZNF562			MIR4783	ZNF706				GTF2H2B									
			ZNF812			HS6ST1	DPYS				SMA5									
			ZNF846			SMPD4	SYBU				LOC441081									
			ZNF627			MZT2B	MED30				GUSBP9									
			ZNF823			ARHGEF4	ZHX2				GTF2H2									
			ZNF441			LOC401010	DERL1				LOC647859									
			ZNF439			MZT2A	FAM83A				MCCC2									
			ZNF700			C2orf27B	WDYHV1				MRPS27									
			ZNF763			ANKRD30BL	NDUFB9				ENC1									
			ZNF433			GPR39	CASC8				NSA2									
			ZNF878			RPRM	MIR1204				JMY									
			ZNF844			SP5	KHDRBS3				MTX3									
			ZNF788			LINC01305	CHRAC1				CTD-2201I18.1									
			ZNF625			FZD7	AGO2				SERINC5									
			ZNF136			EEF1B2	THEM6				LINC01337									
			ZNF44			RPL37A	LYPD2				DHFR									
			ZNF563			TNS1	LOC100133669				ATP6AP1L									
			ZNF442			GPBAR1	LINC01604				LINC00461									
			ZNF799			AAMP	NAPRT				ERAP1									
			ZNF443			MIR6513	TSTA3				ERAP2									
			ZNF709			CTDSP1	PUF60				RGMB									
			ZNF564			CYP27A1	EPPK1				RGMB-AS1									
			ZNF490			CNPPD1	EXOSC4				FBXL17									
			ZNF791			FAM134A	CYC1				SEMA6A-AS1									
			C19orf67			ATG9A	MAF1				ZNF608									
			CYP4F3			STK16	BOP1				MIR3936									
			TPM4			DNAJB2	DGAT1				SLC22A5									
			ZNF14			SPEG	ADCK5				TH2LCRR									
			ZNF506			CHPF	VPS28				CCNI2									
			ZNF253			TMEM198	C8orf82				SEPT8									
			ZNF93			OBSL1	COMMD5				SOWAHA									
			ZNF682			STK11IP	C8orf33				AFF4									
			ZNF486			SLC4A3	DMRT3				DDX46									
			ZNF737			ITM2C	VLDLR-AS1				TXNDC15									
			ZNF626			C2orf72	RLN2				PCBD2									
			ZNF85			B3GNT7	RLN1				KLHL3									
			ZNF430			PTMA	PLGRKT				PKD2L2									
			ZNF714			ALPP	TMEM261				FAM13B									
			ZNF431			ECEL1P2	LURAP1L				KDM3B									
			ZNF708			EFHD1	RRAGA				CTNNA1									
			ZNF738			C2orf82	PLIN2				PSD2									
			ZNF493			NGEF	IFNA1				IGIP									
			ZNF429			MLPH	MIR31HG				WDR55									
			ZNF100			RAB17	MIR31				HARS									
			LOC641367			RAMP1	TUSC1				HARS2									
			ZNF43			KLHL30	MOB3B				ZMAT2									
			ZNF257			HES6	TOPORS-AS1				PCDHB3									
			ZNF492			GPC1	NDUFB6				PCDHB4									
			ZNF99			PP14571	APTX				PCDHB6									
			ZNF91			RNPEPL1	BAG1				PCDHB17P									
			ZNF675			CAPN10	AQP3				PCDHB8									
			ZNF681			GPR35	ANXA2P2				PCDHB16									
			ZNF254			C2orf54	DCAF12				PCDHB10									
			LOC101927151			ANO7	NUDT2				PCDHB12									
			ZNF507			BOK-AS1	RPP25L				PCDHB14									
			PDCD5			BOK	DCTN3				PCDHB18P									
			ANKRD27			THAP4	SIGMAR1				PCDHB15									
			TDRD12			ATG4B	GALT				DIAPH1									
			GPATCH1			D2HGDH	VCP				LOC729080									
			CEBPG			GAL3ST2	PIGO				PCDH12									
			LSM14A			NEU4	STOML2				SPRY4									
			UBA2			LINC01237	CD72				PLAC8L1									
			SCGB2B3P			ZCCHC3	CCDC107				PCYOX1L									
			ZNF302			SOX12	ARHGEF39				ARHGEF37									
			ZNF181			NRSN2	MIR6852				PPARGC1B									
			ZNF30			RBCK1	CREB3				HMGXB3									
			ZNF565			FAM110A	MIR6853				TCOF1									
			ZNF146			SNPH	GBA2				SLC36A1									
			ZFP14			FKBP1A	HINT2				MIR6499									
			ZFP82			MIR6869	GLIPR2				GALNT10									
			ZNF566			STK35	CCIN				SAP30L									
			ZNF260			EBF4	CLTA				LARP1									
			ZNF461			PCED1A	GRHPR				PPP1R2P3									
			LINC01534			GNRH2	TOMM5				LSM11									
			ZNF567			OXT	ALDH1B1				RNF145									
			ZNF850			UBOX5-AS1	GLIDR				WWC1									
			ZNF790-AS1			UBOX5	CNTNAP3B				NPM1									
			ZNF790			LZTS3	CNTNAP3P2				LOC100288254									
			ZNF345			ITPA	FXN				LOC100268168									
			ZNF829			C20orf27	TRPM3				BOD1									
			ZNF568			CENPB	GAS1				C5orf47									
			ZNF420			CDC25B	CTSL				LOC100996385									
			ZNF585A			AP5S1	CTSLP8				KIAA1191									
			ZNF383			SMOX	SPATA31C2				ARL10									
			HKR1			SNAP25	CKS2				NSD1									
			ZNF527			OVOL2	UNQ6494				PRR7-AS1									
			ZNF569			SLC24A3	CENPP				FAM193B									
			ZNF570			ACSS1	IPPK				FAM153A									
			ZNF793-AS1			ENTPD6	SUSD3				PROP1									
			ZNF571-AS1			PYGB	C9orf89				FAM153C									
			ZNF540			ID1	FAM120AOS				AACSP1									
			ZNF571			BCL2L1	PCAT7				GRM6									
			ZNF607			ABALON	FBP2				RUFY1									
			ZNF573			MYLK2	FBP1				LOC101928445									
			LOC644554			DUSP15	C9orf3				HNRNPH1									
			LOC100631378			XKR7	HSD17B3				CNOT6									
			KCNK6			TSPY26P	FOXE1				SNORD96A									
			EID2			MIR1825	NANS				LINC00266-3									
			MIR6719			LOC101929698	SEC61B				FOXF2									
			ZNF546			BPIFA1	TMEM246				FOXC1									
			CEACAM5			BPIFB1	RNF183				MYLK4									
			CEACAM6			SNTA1	BSPRY				WRNIP1									
			CEACAM8			NECAB3	POLE3				HTATSF1P2									
			PSG11			C20orf144	C9orf91				RIPK1									
			PRG1			E2F1	TRIM32				SLC22A23									
			TEX101			PXMP4	BRINP1				PRPF4B									
			ZNF283			ZNF341	GSN-AS1				RREB1									
			ZNF404			CHMP4B	NDUFA8				SNRNP48									
			LOC100505715			RALY	PTGS1				TFAP2A									
			ZNF45			AHCY	NEK6				TFAP2A-AS1									
			ZNF155			MAP1LC3A	PSMB7				SYCP2L									
			LOC101928063			TP53INP2	ARPC5L				SMIM13									
			ZNF230			GGT7	PPP6C				SIRT5									
			ZNF222			MMP24	RABEPK				RANBP9									
			ZNF223			MMP24-AS1	SLC2A8				MCUR1									
			ZNF224			GDF5	STXBP1				JARID2									
			LOC100379224			ERGIC3	DPM2				ATXN1									
			ZNF225			SPAG4	PTGES2				NUP153									
			ZNF234			AAR2	LCN2				KIF13A									
			ZNF226			DLGAP4	SWI5				TPMT									
			ZNF227			MYL9	TRUB2				MBOAT1									
			ZNF233			SOGA1	LOC100506100				ALDH5A1									
			ZNF235			SRC	ENDOG				LRRC16A									
			ZNF112			BLCAP	LRRC8A				HFE									
			ZNF229			VSTM2L	DOLK				BTN3A2									
			ZNF180			TGM2	NUP188				BTN2A2									
			CEACAM16			BPI	LINC01503				BTN3A1									
			MIR330			PPP1R16B	NTMT1				BTN3A3									
			SNAR-G2			JPH2	TOR1B				ZNF322									
			LINC01530			KCNK15	TOR1A				GUSBP2									
			ZNF577			SDC4	PRDM12				ZKSCAN8									
			ZNF649-AS1			WFDC3	MED27				ZNF192P1									
			ZNF649			SNX21	SURF1				PGBD1									
			ZNF613			ZSWIM1	SURF4				HCG8									
			ZNF350			NEURL2	RNU6ATAC				PRR3									
			ZNF615			PLTP	MRPS2				ABCF1									
			ZNF614			PCIF1	CARD9				MIR877									
			ZNF616			CD40	PMPCA				ATAT1									
			ZNF836			SLC35C2	EGFL7				DHX16									
			MIR6801			EYA2	PHPT1				POU5F1									
			ZNF766			ZFAS1	SAPCD2				HCG26									
			ZNF480			SPATA2	LRRC26				SNORD117									
			ZNF610			TMEM189	MIR3621				SNORD84									
			ZNF880			MOCS3	TMEM203				ATP6V1G2									
			ZNF534			KCNG1	DPH7				MIR6832									
			ZNF578			BMP7	ZMYND19				LY6G5B									
			ZNF808			PMEPA1	ARRDC1-AS1				MSH5									
			ZNF701			STX16-NPEPL1	ARSE				PPT2-EGFL8									
			ZNF83			NPEPL1	ARSH				BRD2									
			ZNF611			CTSZ	ARSF				COL11A2									
			ZNF600			LSM14B	LOC389906				SLC39A7									
			ZNF28			MTG2	PNPLA4				HCG25									
			ZNF468			ADRM1	GPR143				VPS52									
			ZNF888			LAMA5	GEMIN8				GGNBP1									
			ZNF321P			MIR4758	CA5BP1				ITPR3									
			ZNF816-ZNF321P			RPS21	PRDX4				MIR3934									
			ZNF816			CABLES2	SRPX				UHRF1BP1									
			ZNF702P			RBBP8NL	TSPAN7				TAF11									
			ZNF160			MRGBP	LINC01204				ANKS1A									
			ZNF415			OGFR	NDUFB11				BRPF3									
			ZNF347			HAR1A	USP11				C6orf89									
			ZNF665			BIRC7	UXT				TBC1D22B									
			ZNF677			NKAIN4	UXT-AS1				CMTR1									
			ZNF845			ARFGAP1	FTSJ1				BTBD9									
			ZNF525			MIR4326	EBP				UNC5CL									
			ZNF765			COL20A1	GLOD5				TSPO2									
			ZNF761			KCNQ2	WDR45				ADCY10P1									
			TPM3P9			EEF1A2	GPKOW				FOXP4-AS1									
			ZNF813			PPDPF	HSD17B10				PRICKLE4									
			ZNF331			PTK6	TSR2				USP49									
			ZNF542P			SRMS	MAGED2				TAF8									
			ZNF582			HELZ2	APEX2				GUCA1B									
			ZNF582-AS1			GMEB2	MAGEH1				TRERF1									
			ZNF583			STMN3	LINC01420				GLTSCR1L									
			ZNF471			RTEL1	SPIN2B				ZNF318									
			ZFP28			RTEL1-TNFRSF6B	FAAH2				XPO5									
			ZNF470			TNFRSF6B	ASB12				POLH									
			ZNF805			ZGPAT	LAS1L				HSP90AB1									
			ZNF460			LIME1	VSIG4				AARS2									
			ZNF543			SLC2A4RG	HEPH				SLC25A27									
			ZNF304			ZBTB46	EDA2R				TDRD6									
			ZNF547			ABHD16B	PJA1				TNFRSF21									
			ZNF548			TPD52L2	PDZD11				TRAM2									
			ZNF17			DNAJC5	GDPD2				ICK									
			VN1R1			UCKL1	DLG3-AS1				MIR5685									
			ZNF419			ZNF512B	COX7B				GCLC									
			ZNF773			PRPF6	PGK1				LOC441155									
			ZNF549			LINC00176	SRPX2				B3GAT2									
			ZNF550			OPRL1	CSTF2				CD109									
			ZNF416			LOC100133286	TIMM8A				IMPG1									
			ZIK1			CBR3-AS1	BEX5				SYNCRIP									
			ZNF134			CBR3	BEX2				LINC01590									
			ZNF211			BACE2	NGFRAP1				RRAGD									
			ZSCAN4			RIPK4	TMSB15B				ANKRD6									
			ZNF551			TFF3	SLC25A5				LOC101929057									
			ZNF671			SLC37A1	RNF113A				MDN1									
			ZNF586			PDE9A	NDUFA1				POPDC3									
			ZNF552			WDR4	FAM127C				AIM1									
			FKBP1AP1			CBS	FAM127B				RTN4IP1									
			ZNF587B			TCONS_00029157	LOC100506790				BEND3									
			ZNF256			SIK1	VGLL1				PDSS2									
			ZNF606			LINC00319	TMEM185A				SOBP									
			LOC100128398			PDXK	MAMLD1				CDK19									
			ZNF135			RRP1	NSDHL				KIAA1919									
			ZNF274			AGPAT3	ZNF185				LAMA4									
			ZNF544			C21orf33	IDH3G				TSPYL4									
			ACP1			ICOSLG	NAA10				TSPYL1									
			FAM150B			PFKL	ATP6AP1				NUS1									
			LOC101060385			C21orf2	FAM50A				HINT3									
			SNTG2			TRPM2-AS	LAGE3				L3MBTL3									
			LINC01250			LRRC3	SLC10A3				OR2A4									
			RNASEH1			SUMO3	FUNDC2				CTAGE9									
			LOC101929452			LINC01547	CMC4				SNORD101									
			LINC00299			FAM207A	MTCP1				SNORD100									
			ID2			SSR4P1					SNORA33									
			KIDINS220			COL6A2					EYA4									
			ITGB1BP1			LSS					SGK1									
			CPSF3			YBEY					MAP7									
			ADAM17			PEX26					ARFGEF3									
			YWHAQ			TUBA8					PBOV1									
			TAF1B			GGT3P					NHSL1									
			GRHL1			DGCR6					HECA									
			SNORA80B			PRODH					ADAT2									
			NOL10			DGCR2					LOC100507557									
			ATP6V1C2			DGCR14					UST									
			PDIA6			TSSK2					TAB2									
			ROCK2			HIRA					NUP43									
			E2F6			CLDN5					IYD									
			DDX1			TBX1					ESR1									
			SMC6			GNB1L					SCAF8									
			RDH14			TXNRD2					CLDN20									
			NT5C1B-RDH14			ARVCF					ARID1B									
			NT5C1B			TRMT2A					SYNJ2									
			LINC00954			MIR6816					TMEM181									
			TTC32			ZDHHC8					MIR7161									
			MATN3			RTN4R					EZR									
			LDAH			DGCR6L					EZR-AS1									
			APOB			TMEM191B					IGF2R									
			ATAD2B			RIMBP3					LPAL2									
			UBXN2A			ZNF74					AGPAT4									
			C2orf44			KLHL22					PDE10A									
			ITSN2			MED15					RPS6KA2									
			NCOA1			TMEM191A					RPS6KA2-IT1									
			RAB10			AIFM3					MIR1913									
			HADHA			LZTR1					FGFR1OP									
			HADHB			THAP7					MLLT4									
			ZNF512			THAP7-AS1					PHF10									
			GPN1			SLC7A4					LOC100507642									
			SLC4A1AP			BCRP2					SUN1									
			MRPL33			POM121L8P					COX19									
			MIR4263			RIMBP3C					ZNF890P									
			LOC100505736			RIMBP3B					RNF216									
			LOC100505716			HIC2					CCZ1									
			PPP1CB			TMEM191C					PMS2									
			SPDYA			PI4KAP2					ANKRD61									
			TRMT61B			YPEL1					USP42									
			WDR43			BCR					CYTH3									
			CLIP4			ZNF70					FAM220A									
			LCLAT1			CHCHD10					GRID2IP									
			XDH			MMP11					PMS2CL									
			DPY30			SMARCB1					CCZ1B									
			SPAST			DDT					GLCCI1									
			SLC30A6			CABIN1					PHF14									
			YIPF4			GUCD1					SP8									
			BIRC6			BCRP3					RAPGEF5									
			MIR558			POM121L10P					C7orf31									
			BIRC6-AS2			LOC100128531					CBX3									
			TTC27			CRYBB3					JAZF1-AS1									
			LOC100271832			MN1					LOC646762									
			RASGRP3			KREMEN1					MTURN									
			FAM98A			RHBDD3					ZNRF2									
			STRN			GAS2L1					LINC01176									
			GPATCH11			AP1B1					NOD1									
			EIF2AK2			NIPSNAP1					LOC401320									
			CEBPZOS			ZMAT5					CRHR2									
			CEBPZ			TBC1D10A					LOC100130673									
			NDUFAF7			SF3A1					AVL9									
			PRKD3			RNF215					DPY19L1P1									
			CDC42EP3			SEC14L2					LINC00997									
			RMDN2			PES1					FKBP9									
			ATL2			OSBP2					BMPER									
			HNRNPLL			SMTN					DPY19L1									
			SRSF7			SELM					CDK13									
			SOS1			INPP5J					GLI3									
			CDKL4			PATZ1					SPDYE1									
			MAP4K3			LINC01521					PGAM2									
			LOC728730			LARGE					H2AFV									
			THUMPD2			TOM1					PURB									
			LOC102723824			MCM5					SNORA5A									
			EML4			MB					SNORA5C									
			KCNG3			APOL1					ABCA13									
			MTA3			MYH9					CDC14C									
			THADA			TST					GRB10									
			C1GALT1C1L			MPST					COBL									
			ABCG5			KCTD17					EGFR									
			LRPPRC			C1QTNF6					FKBP9P1									
			PPM1B			CARD10					ZNF736									
			SLC3A1			CDC42EP1					CCT6P3									
			PREPL			GGA1					INTS4P2									
			CAMKMT			SH3BP1					CCT6P1									
			MIR548AD			LOC101927051					VKORC1L1									
			SRBD1			PDXP					CRCP									
			LOC100506142			TRIOBP					LINC00174									
			PIGF			EIF3L					LOC100996437									
			CRIPT			MICALL1					LINC01372									
			MCFD2			C22orf23					AUTS2									
			C2orf61			PICK1					SPDYE7P									
			CALM2			PLA2G6					STAG3L1									
			EPCAM			TMEM184B					STAG3L3									
			MSH2			LOC400927-CSNK1E					PMS2P7									
			MSH6			CSNK1E					PMS2P5									
			FOXN2			KCNJ4					PMS2P2									
			PPP1R21			JOSD1					SPDYE8P									
			ASB3			GTPBP1					GTF2IP4									
			GPR75-ASB3			SUN2					GTF2IP1									
			CHAC2			NPTXR					BAZ1B									
			ERLEC1			CBX6					EIF4H									
			ACYP2			APOBEC3D					MIR590									
			RPL23AP32			CBX7					GTF2I									
			MTIF2			RPL3					GTF2IRD2									
			PRORSD1P			SYNGR1					STAG3L2									
			PPP4R3B			TAB1					GTF2IRD2B									
			PNPT1			MGAT3					NSUN5P1									
			EFEMP1			ATF4					SPDYE5									
			MIR217HG			RPS19BP1					YWHAG									
			CCDC85A			CACNA1I					UPK3B									
			VRK2			FAM83F					LOC100133091									
			FANCL			SGSM3					DTX2P1-UPK3BP1-PMS2P11									
			BCL11A			MKL1					PTPN12									
			PAPOLG			L3MBTL2					ADAM22									
			REL			CHADL					FZD1									
			PUS10			RANGAP1					LRRD1									
			PEX13			MIR6889					ANKIB1									
			KIAA1841			ZC3H7B					GATAD1									
			CCT4			TEF					PON1									
			B3GNT2			PHF5A					LMTK2									
			TMEM17			ACO2					BAIAP2L1									
			EHBP1			POLR3H					TRRAP									
			DBIL5P2			PMM1					LOC101927550									
			WDPCP			DESI1					SMURF1									
			MDH1			CCDC134					ZNF789									
			UGP2			SREBF2					ZSCAN25									
			VPS54			SHISA8					ZSCAN21									
			AFTPH			MIR378I					MIR93									
			LOC400958			TNFRSF13C					GPC2									
			CEP68			SEPT3					PVRIG									
			RAB1A			NAGA					SPDYE3									
			ACTR2			FAM109B					STAG3L5P-PVRIG2P-PILRB									
			LOC729348			NDUFA6-AS1					PVRIG2P									
			MEIS1			OGFRP1					PILRB									
			MEIS1-AS2			SERHL					SRRT									
			ETAA1			RRP7A					MIR4653									
			C1D			RRP7BP					CUX1									
			PNO1			POLDIP3					SPDYE6									
			FBXO48			CYB5R3					LOC100289561									
			APLF			A4GALT					SPDYE2B									
			GFPT1			MCAT					SPDYE2									
			NFU1			TTLL12					ST7-AS1									
			ANXA4			KIAA1644					FEZF1-AS1									
			GMCL1			LDOC1L					LRRC4									
			SNRNP27			PRR5					RBM28									
			C2orf42			NUP50-AS1					METTL2B									
			PCYOX1			KIAA0930					LINC01000									
			FAM136A			MIR1249					CCDC136									
			MCEE			UPK3A					KCP									
			MPHOSPH10			WNT7B					NRF1									
			ZNF638			MIRLET7BHG					KLHDC10									
			EXOC6B			MIRLET7A3					COPG2									
			TPRKB			MIR4763					TSGA13									
			DUSP11			MIRLET7B					PODXL									
			STAMBP			CDPF1					WDR91									
			MOB1A			TTC38					NUP205									
			MTHFD2			GTSE1-AS1					MTPN									
			MRPL19			CELSR1					LUZP6									
			GCFC2			GRAMD4					PTN									
			FUNDC2P2			CERK					CREB3L2									
			TRABD2A			TBC1D22A					KIAA1549									
			MAT2A			FAM19A5					UBN2									
			ST3GAL5-AS1			ALG12					LUC7L2									
			PTCD3			PIM3					LOC100129148									
			IMMT			MOV10L1					HIPK2									
			MRPL35			PANX2					KDM7A									
			KDM3A			TRABD					RAB19									
			RNF103			SELO					TMEM178B									
			RMND5A			HDAC10					KIAA1147									
			LOC285074			MAPK11					TAS2R4									
			KRCC1			PLXNB2					TAS2R5									
			LOC101928371			PPP6R2					TAS2R38									
			EIF2AK3			SBF1					C7orf34									
			LINC00342			ADM2					CASP2									
			ANKRD36C			LMF2					CTAGE15									
			STARD7			NCAPH2					CTAGE6									
			CIAO1			MAPK8IP2					TCAF1									
			ITPRIPL1			ARSA					CTAGE4									
			ANKRD36			SHANK3					ARHGEF35									
			ANKRD36B			ACR					OR2A1-AS1									
			INPP4A			BRPF1					LOC101928605									
			COA5			OGG1					RNU6-57P									
			UNC50			CAMK1					OR2A42									
			MGAT4A			TADA3					OR2A1									
			C2orf15			ARPC4					OR2A9P									
			LIPT1			ARPC4-TTLL3					OR2A20P									
			MITD1			IL17RE					OR2A7									
			MRPL30			IL17RC					ARHGEF34P									
			LYG2			CRELD1					CTAGE8									
			TXNDC9			PRRT3					ZNF786									
			REV1			PRRT3-AS1					ZNF212									
			PDCL3			TATDN2					ZNF783									
			LOC101927142			GHRLOS					LOC155060									
			CREG2			CAND2					ZNF767P									
			IL1R1			RPL32					ZNF862									
			SLC9A4			SNORA7A					ASIC3									
			TMEM182			NUP210					NUB1									
			MRPS9			HDAC11					PAXIP1									
			UTAT33			FBLN2					PAXIP1-AS1									
			C2orf49			RPL15					RBM33									
			UXS1			VILL					NOM1									
			GCC2			PLCD1					UBE3C									
			LIMS1			SLC25A38					ESYT2									
			RANBP2			RPSA					RPL23AP53									
			SEPT10			RPL14					FAM87A									
			SOWAHC			VIPR1					CLN8									
			MERTK			ZBTB47					ARHGEF10									
			TMEM87B			POMGNT2					MFHAS1									
			ZC3H8			CLEC3B					TNKS									
			POLR1B			TMIE					LINCR-0001									
			SLC20A1			NBEAL2					RP1L1									
			CBWD2			PTPN23					C8orf74									
			SLC35F5			SCAP					SOX7									
			ACTR3			DHX30					TDH									
			DPP10			MIR1226					ZNF705D									
			INSIG2			ATRIP					MTMR7									
			C2orf76			SHISA5					SH2D4A									
			PTPN4			UCN2					XPO7									
			EPB41L5			CELSR3					SLC39A14									
			RNU4ATAC			MIR4793					TNFRSF10B									
			NIFK-AS1			CELSR3-AS1					ENTPD4									
			NIFK			NCKIPSD					NKX3-1									
			TSN			WDR6					GNRH1									
			CNTNAP5			DALRD3					KIF13B									
			MAP3K2			IMPDH2					DUSP4									
			IWS1			QARS					RBPMS									
			POLR2D			MIR6890					GSR									
			RAB6C-AS1			USP19					PPP2CB									
			MIR4784			LAMB2					WRN									
			NCKAP5			LAMB2P1					LOC102723701									
			MIR3679			CCDC71					ERLIN2									
			CCNT2-AS1			KLHDC8B					RAB11FIP1									
			CCNT2			GPX1					ASH2L									
			ZRANB3			TCTA					PLEKHA2									
			UBXN4			NICN1					ADAM32									
			MCM6			DAG1					GINS4									
			DARS			RNF123					AGPAT6									
			DARS-AS1			AMIGO3					MIR486-1									
			HNMT			IP6K1					KAT6A									
			SPOPL			UBA7					IKBKB									
			LRP1B			MIR5193					SLC20A2									
			KYNU			TRAIP					POMK									
			GTDC1			MON1A					HGSNAT									
			ZEB2-AS1			SEMA3F					LOC100287846									
			PABPC1P2			SEMA3B					SNORD54									
			ACVR2A			NAT6					IMPAD1									
			ORC4			HYAL1					UG0898H09									
